t;ax;ay;az;gx;gy;gz;v;h;accelStatus;baroStatus
s;m/s^2;m/s^2;m/s^2;deg/s;deg/s;deg/s;m/s;m;;
0.006;0.2;-0.16;-0.65;-2;-4;-11;0.0;0.00;1;1
0.029;0.16;-0.02;-0.54;-2;-5;-15;0.0;0.00;1;1
0.055;-0.06;-0.03;-0.82;0;-3;-7;0.0;-6.76;1;1
0.079;-0.06;0.09;-1.02;0;-1;-3;0.0;-7.02;1;1
0.212;0.3;-0.27;-0.23;-14;-3;0;0.0;0.67;1;1
0.238;1.22;-1.34;-0.01;-9;1;0;0.0;0.67;1;1
0.263;1.07;0.07;0.44;2;4;-32;0.0;0.67;1;1
0.287;-0.34;-0.6;-0.47;7;5;0;0.0;0.46;1;1
0.312;-0.44;-0.63;-1.08;1;1;1;0.0;-8.69;1;1
0.337;-0.28;-0.36;-0.77;0;0;2;0.0;-8.65;1;1
0.362;-0.1;-0.53;-0.87;-1;-3;-6;0.0;-8.65;1;1
0.396;-0.03;-0.41;-0.76;0;-6;-3;0.0;-8.56;1;1
0.42;0.22;-0.53;-0.4;2;-7;-1;0.0;-8.48;1;1
0.445;0.01;-0.03;-0.93;3;-9;-12;0.0;-8.39;1;1
0.47;0.35;-0.28;-0.68;3;-11;-9;0.0;-8.28;1;1
0.495;0.47;-0.63;-0.46;4;-8;-2;0.0;-8.28;1;1
0.52;0.47;-0.62;-0.93;4;-4;-3;0.0;-8.16;1;1
0.545;0.34;0.09;-0.67;2;-1;-12;0.0;-8.03;1;1
0.57;0.3;-0.03;-0.6;0;1;-7;0.0;-7.91;1;1
0.594;0.2;-0.08;-0.73;-1;3;1;0.0;-7.91;1;1
0.62;0.38;-0.57;-1.28;-1;7;-5;0.0;-7.76;1;1
0.645;0.24;0.09;-0.47;-3;8;-10;0.0;-7.63;1;1
0.669;0.43;-0.04;-0.49;-2;6;-9;0.0;-7.54;1;1
0.695;0.25;-0.63;-0.88;-1;3;-1;0.0;-7.54;1;1
0.719;-0.11;-1.13;-0.89;3;7;16;0.0;-7.42;1;1
0.755;-0.65;-0.38;-0.44;11;1;-4;0.0;-7.32;1;1
0.781;-0.28;-0.92;-0.9;10;-6;-20;0.0;-7.21;1;1
0.814;0.29;-0.44;-0.85;13;-12;-7;0.0;-7.09;1;1
0.843;0.53;0.15;-1.1;16;-8;0;0.0;-7.01;1;1
0.872;0.59;0.59;-1.13;13;-1;3;0.0;-6.92;1;1
1.01;0.08;0.09;-0.35;14;6;-8;0.0;0.17;1;1
1.037;0.48;0.27;-0.6;8;7;4;0.0;0.17;1;1
1.061;1.24;0.45;0.06;-2;3;13;0.0;0.17;1;1
1.086;0.32;-0.53;-0.4;-10;3;22;0.0;0.27;1;1
1.11;-3.73;-0.06;-2.9;-8;9;-14;0.0;-5.98;1;1
1.135;-2.05;1.3;-3.75;12;21;-46;0.0;-5.96;1;1
1.161;0.69;0.17;-2.84;35;28;-46;0.0;-5.96;1;1
1.193;2.07;-0.66;-0.49;53;18;1;0.0;-5.95;1;1
1.218;0.24;-0.33;-0.16;40;6;9;0.0;-5.93;1;1
1.243;0.86;0.61;1.65;25;-4;8;0.0;-5.90;1;1
1.267;0.78;-0.17;2.04;2;-14;31;0.0;-5.88;1;1
1.293;-0.69;0.7;1.41;-24;-16;27;0.0;-5.88;1;1
1.317;-1.1;1.07;0.36;-40;-11;8;0.0;-5.86;1;1
1.342;0.3;1.35;0.62;-43;-6;14;0.0;-5.83;1;1
1.366;-0.55;0.45;-0.37;-39;-3;21;0.0;-5.80;1;1
1.392;-0.74;0.31;-1.22;-34;1;4;0.0;-5.80;1;1
1.417;-0.68;0.2;-1.07;-26;6;1;0.0;-5.76;1;1
1.441;0.26;1.23;1.93;-16;1;2;0.0;-5.72;1;1
1.466;-0.3;0.6;0.07;-10;-1;1;0.0;-5.69;1;1
1.491;-0.18;0.0;-0.04;-6;2;-6;0.0;-5.69;1;1
1.524;2.48;-0.45;4.82;-3;-6;0;0.0;-5.66;1;1
1.549;0.16;0.01;0.18;-8;-3;5;0.0;-5.62;1;1
1.573;0.76;-0.93;-0.13;-9;0;4;0.0;-5.61;1;1
1.598;0.05;-0.07;-0.29;1;2;7;0.0;-5.56;1;1
1.622;-0.81;0.7;-1.0;8;8;1;0.0;-5.56;1;1
1.647;-0.08;-0.01;-0.65;-1;18;-3;0.0;-5.53;1;1
1.675;0.04;-1.11;-1.46;-7;21;5;0.0;-5.51;1;1
1.7;-1.17;-1.23;-1.09;0;15;11;0.0;-5.47;1;1
1.725;-1.1;0.65;0.35;3;2;2;0.0;-5.47;1;1
1.749;-1.2;-0.28;-0.54;-5;-6;-1;0.0;-5.43;1;1
1.775;-1.01;-0.54;-1.0;-13;-16;-4;0.0;-5.42;1;1
1.803;-0.38;-0.22;-0.57;1;-13;-2;0.0;-5.39;1;1
1.827;0.07;0.22;-1.4;8;4;0;0.0;-5.39;1;1
1.86;-0.63;-0.59;-1.58;1;16;-5;0.0;-5.36;1;1
1.885;-0.75;-0.11;-1.34;5;14;-8;0.0;-5.33;1;1
1.91;-0.68;0.0;-0.39;13;15;-3;0.0;-5.31;1;1
1.935;-1.1;-0.41;-0.89;10;15;-6;0.0;-5.29;1;1
1.959;-1.01;-0.26;-1.53;3;15;1;0.0;-5.29;1;1
1.985;-1.51;0.02;-1.03;-2;10;1;0.0;-5.26;1;1
2.01;-1.33;-0.61;-0.96;-5;4;-9;0.0;-5.23;1;1
2.042;-0.43;-0.56;-1.03;-9;-5;-1;0.0;-5.21;1;1
2.072;0.25;0.01;-1.97;1;-8;25;0.0;-5.17;1;1
2.102;-0.84;-0.8;-0.3;11;-3;6;0.0;-5.15;1;1
2.13;-1.37;0.22;-1.85;1;10;-21;0.0;-5.12;1;1
2.158;-0.2;0.63;-0.11;-4;13;9;0.0;-5.12;1;1
2.191;-0.73;-0.54;-0.27;-5;10;20;0.0;-5.08;1;1
2.216;-0.88;0.29;-1.25;-4;11;19;0.0;-5.06;1;1
2.241;-1.22;0.22;-2.13;1;12;31;0.0;-5.04;1;1
2.267;-1.9;-0.08;-2.02;2;10;30;0.0;-4.99;1;1
2.291;-1.69;-0.16;-1.74;11;1;26;0.0;-4.99;1;1
2.316;-1.4;-0.41;-3.04;17;-7;21;0.0;-4.98;1;1
2.341;-0.81;-0.26;-3.12;9;-13;31;0.0;-4.96;1;1
2.366;-1.13;-0.15;-3.45;2;-17;33;0.0;-4.92;1;1
2.392;-0.95;0.45;-3.14;0;-24;30;0.0;-4.92;1;1
2.416;-0.44;-0.25;-3.35;-6;-29;30;0.0;-4.89;1;1
2.442;-0.59;-0.12;-3.03;-12;-29;30;0.0;-4.88;1;1
2.466;-0.56;-0.43;-3.57;-12;-31;16;0.0;-4.86;1;1
2.503;-0.79;0.32;-4.11;-9;-27;8;0.0;-4.85;1;1
2.528;-1.2;-0.03;-3.79;-9;-11;22;0.0;-4.85;1;1
2.553;-0.63;0.07;-3.94;-9;-9;19;0.0;-4.85;1;1
2.578;-0.01;-0.5;-3.52;-7;-22;13;0.0;-4.82;1;1
2.602;0.23;0.0;-4.03;-4;-16;23;0.0;-4.82;1;1
2.628;-0.02;-0.92;-3.64;0;-3;22;0.0;-4.82;1;1
2.653;0.21;-1.17;-3.2;9;-4;4;0.0;-4.82;1;1
2.678;0.44;-0.35;-2.01;13;-10;4;0.0;-4.82;1;1
2.703;1.09;-0.02;-1.31;0;-13;6;0.0;-4.82;1;1
2.727;1.07;-0.97;-0.9;-13;-19;-4;0.0;-4.82;1;1
2.753;0.65;-0.95;-0.36;-18;-20;0;0.0;-4.82;1;1
2.778;0.67;-0.88;1.15;-20;-21;6;0.0;-4.84;1;1
2.827;1.65;-2.42;3.17;-20;-26;-19;0.0;-4.85;1;1
2.851;3.01;-1.67;4.62;-6;-30;-9;0.0;-4.86;1;1
2.877;1.92;-2.17;5.44;5;-4;5;0.0;-4.88;1;1
2.905;1.13;-2.35;8.8;9;6;4;0.2112;-4.89;1;1
2.927;3.68;-3.63;13.35;11;-37;10;0.5583;-4.89;1;1
2.953;5.06;-0.21;15.04;30;-62;0;0.9493;-4.92;1;1
2.977;4.19;-0.79;16.24;39;-38;-36;1.3391;-4.95;1;1
3.003;3.27;-1.65;20.57;12;-26;-15;1.8739;-4.96;1;1
3.028;3.19;-0.52;23.07;-3;1;34;2.4507;-4.96;1;1
3.054;3.76;-0.4;23.68;0;44;24;3.0664;-4.98;1;1
3.079;3.99;-1.46;25.2;0;22;19;3.6963999999999997;-4.98;1;1
3.112;-1.1;3.72;28.44;1;-6;15;4.6349;-4.98;1;1
3.146;2.41;2.45;36.0;53;81;-46;5.8229;-4.98;1;1
3.175;5.79;0.84;32.98;114;126;-84;6.8123000000000005;-4.96;1;1
3.205;14.02;-4.26;31.06;38;-7;2;7.7440999999999995;-4.94;1;1
3.234;13.57;3.7;8.6;-50;-198;42;7.9935;-4.89;1;1
3.262;-2.39;0.06;-9.95;-51;-247;60;7.7149;-4.89;1;1
3.286;-1.88;0.45;-8.68;-53;-250;58;7.5066;-4.84;1;1
3.319;-1.93;0.09;-9.56;-61;-250;64;7.2006;-4.75;1;1
3.344;-1.92;0.56;-9.94;-68;-250;71;6.942200000000001;-4.66;1;1
3.478;-2.7;0.86;-9.26;-127;-245;130;5.7105999999999995;1.91;1;1
3.503;-2.64;1.15;-9.47;-143;-236;146;5.4644;1.91;1;1
3.535;-2.7;1.16;-9.77;-166;-218;168;5.1518;2.03;1;1
3.561;-2.36;0.85;-9.82;-184;-199;185;4.8964;2.03;1;1
3.585;-2.37;1.35;-9.81;-200;-181;196;4.6610000000000005;-3.28;1;1
3.611;-1.94;0.99;-9.6;-216;-161;206;4.4113999999999995;-3.24;1;1
3.639;-1.7;1.04;-9.85;-231;-139;209;4.1356;-3.22;1;1
3.663;-1.34;1.26;-10.12;-241;-117;211;3.8926999999999996;-3.19;1;1
3.689;-1.48;0.86;-10.4;-250;-95;210;3.6223;-3.19;1;1
3.713;-1.16;0.86;-10.05;-250;-74;207;3.3811;-3.18;1;1
3.739;-1.33;0.66;-10.2;-250;-53;204;3.1159;-3.14;1;1
3.765;-1.19;0.9;-10.24;-250;-32;200;2.8599;-3.12;1;1
3.797;-1.35;0.53;-10.44;-250;-3;197;2.5154;-3.08;1;1
3.822;-1.03;0.61;-10.46;-250;17;195;2.2539;-3.08;1;0
3.848;-1.21;0.53;-10.37;-250;37;192;1.9843000000000002;-3.04;1;1
3.873;-1.07;0.7;-10.45;-250;58;190;1.723;-3.00;1;1
3.898;-1.16;0.52;-10.51;-250;78;188;1.4603;-2.98;1;1
3.923;-1.08;0.52;-10.58;-248;98;186;1.1958;-2.98;1;1
3.948;-1.2;0.42;-10.83;-241;117;185;0.925;-2.92;1;1
3.976;-0.91;0.45;-10.83;-231;136;184;0.6218;-2.90;1;1
3.999;-0.82;0.79;-10.97;-221;155;189;0.36950000000000005;-2.87;1;1
4.024;-1.84;0.55;-10.15;-209;169;190;0.1157;-2.87;1;1
4.057;-0.02;-0.22;-11.34;-190;191;189;-0.2585;-2.86;1;1
4.082;-1.49;0.83;-10.3;-175;204;189;-0.516;-2.85;1;1
4.107;-1.79;1.24;-9.66;-158;218;187;-0.7575;-2.82;1;1
4.132;-1.8;0.88;-10.2;-140;230;182;-1.0125;-2.80;1;1
4.16;0.27;0.21;-10.7;-120;240;175;-1.3121;-2.80;1;1
4.186;-0.99;0.61;-10.1;-101;245;170;-1.5747;-2.79;1;1
4.21;-2.85;1.78;-9.34;-83;248;164;-1.7989;-2.77;1;1
4.236;-0.18;0.33;-10.56;-63;250;150;-2.0734;-2.76;1;1
4.261;-1.35;-0.59;-18.26;-49;250;250;-2.5117;-2.76;1;1
4.286;1.01;-0.91;-11.15;9;250;250;-2.8016;-2.75;1;1
4.319;-1.61;-1.56;-10.33;112;229;250;-3.1424000000000003;-2.73;1;1
4.344;-0.92;-0.32;-7.3;96;183;147;-3.3249;-2.73;1;1
4.377;-1.6;-0.67;-18.08;122;170;6;-3.9216;-2.72;1;1
4.407;-2.62;0.03;-16.45;117;177;-35;-4.4151;-2.73;1;1
4.436;-0.85;-0.03;-6.1;109;143;-76;-4.592;-2.76;1;1
4.466;-0.92;-0.33;-10.0;107;137;-105;-4.8919999999999995;-2.80;1;1
4.494;-0.92;0.16;-9.22;108;128;-127;-5.1501;-2.80;1;1
4.519;-0.76;0.06;-10.18;108;129;-135;-5.4046;-2.85;1;1
4.544;-0.85;0.71;-9.57;110;131;-130;-5.6438999999999995;-2.87;1;1
4.57;-0.98;1.04;-9.95;109;138;-121;-5.9026;-2.90;1;1
4.603;-1.12;1.15;-9.67;102;148;-105;-6.212000000000001;-2.94;1;1
4.628;-1.86;2.3;-9.93;94;153;-98;-6.4702;-2.94;1;1
4.654;-2.24;1.96;-10.71;88;157;-82;-6.7487;-3.00;1;1
4.679;-1.34;0.78;-9.67;95;160;-75;-6.990399999999999;-3.06;1;1
4.704;-2.42;1.74;-10.42;99;162;-65;-7.250900000000001;-3.12;1;1
4.729;-3.02;1.81;-9.63;103;167;-46;-7.4917;-3.12;1;1
4.755;-3.12;1.65;-10.22;113;170;-23;-7.7574000000000005;-3.18;1;1
4.779;-3.27;2.06;-9.36;130;172;-4;-7.982;-3.24;1;1
4.805;-3.87;2.08;-9.32;151;170;19;-8.224400000000001;-3.32;1;1
4.831;-3.96;2.37;-9.0;172;166;42;-8.458400000000001;-3.32;1;1
4.855;-4.48;2.81;-9.23;193;162;74;-8.6799;-3.39;1;1
4.889;75.2;129.49;60.74;250;250;250;-6.6147;-3.47;1;1
4.915;-76.53;-14.07;-101.63;-250;-250;250;-9.257100000000001;-3.60;1;1
4.94;30.21;42.42;-110.53;250;157;250;-12.020299999999999;-3.57;1;1
4.965;6.37;-3.19;-16.53;-6;-250;250;-12.433599999999998;-3.57;1;1
4.993;-5.89;-8.01;-51.04;-21;-228;250;-13.8627;-3.73;1;1
5.019;2.52;14.37;-3.25;-223;-129;250;-13.9472;-3.91;1;1
5.045;-3.13;-0.94;-15.54;-216;-105;250;-14.351300000000002;-4.06;1;1
5.07;-1.02;3.54;-4.8;-212;-102;250;-14.466500000000002;-4.22;1;1
5.095;20.77;21.05;0.73;-95;-148;250;-14.4475;-4.22;1;1
5.144;-1.33;-3.34;-16.79;-94;-103;243;-15.270199999999999;-4.48;1;1
5.169;-2.03;-32.67;-1.33;-219;-62;250;-15.3034;-4.60;1;1
5.194;-2.19;2.31;-12.51;-219;12;213;-15.6162;-4.60;1;1
5.22;0.35;4.94;-9.68;-200;6;199;-15.867899999999999;-4.72;1;1
5.245;-1.53;8.3;-15.04;-165;20;183;-16.2439;-4.82;1;1
5.271;5.44;-1.4;-7.3;-188;-13;196;-16.433699999999998;-4.92;1;1
5.297;-3.78;1.0;-9.82;-173;-1;152;-16.6792;-4.92;1;1
5.321;0.21;1.56;-12.24;-155;7;148;-16.9852;-5.00;1;1
5.35;-43.59;-93.74;-166.69;-250;250;250;-21.819200000000002;-5.09;1;1
5.375;-5.53;10.75;-10.75;-250;250;-134;-22.0879;-5.16;1;1
5.409;-5.21;40.06;9.09;-26;-114;-155;-21.7789;-5.25;1;1
5.435;-20.1;13.35;-42.93;-153;87;-140;-22.895;-5.35;1;1
5.46;10.32;-12.0;0.1;-250;-97;-74;-22.8925;-5.35;1;1
5.494;10.02;3.5;-11.53;-250;-111;-67;-23.2846;-5.42;1;1
5.524;-8.15;-16.04;-23.47;-250;-199;-83;-23.988699999999998;-5.49;1;1
5.554;-10.94;-3.61;-9.16;-250;-250;-101;-24.2635;-5.56;1;1
5.583;-57.33;-98.33;-166.69;135;250;-250;-29.0975;-5.63;1;1
5.612;-2.84;-10.7;-15.69;86;-31;250;-29.5368;-5.68;1;1
5.637;1.62;-7.99;-14.8;68;28;125;-29.921599999999998;-5.73;1;1
5.662;9.77;4.5;-10.46;-60;-17;8;-30.1831;-5.73;1;1
5.695;-6.07;6.24;-9.98;4;15;-44;-30.5124;-5.80;1;1
5.721;9.43;-5.67;-7.34;-33;-7;-26;-30.7033;-5.86;1;1
5.746;6.75;-1.05;-11.13;1;-3;-2;-30.970399999999998;-5.92;1;1
5.771;6.89;-0.16;-10.44;-7;-6;-45;-31.241799999999998;-5.99;1;1
5.798;6.07;-2.21;-11.54;-8;10;-78;-31.5534;-5.99;1;1
5.824;9.2;-0.27;-13.08;-12;6;-103;-31.8935;-6.05;1;1
5.85;8.06;0.61;-11.21;-16;2;-119;-32.185;-6.10;1;1
5.874;9.68;2.52;-12.28;-13;1;-102;-32.4797;-6.15;1;1
5.9;12.01;-2.36;-11.02;1;-3;-23;-32.7662;-6.15;1;1
5.925;9.76;1.85;-11.31;3;1;22;-33.037600000000005;-6.19;1;1
5.958;8.63;0.9;-12.05;4;0;27;-33.4473;-6.22;1;1
5.983;8.47;0.81;-11.78;3;0;20;-33.7418;-6.26;1;1
6.008;8.61;0.71;-11.81;2;0;14;-34.0371;-6.29;1;1
6.033;8.43;0.69;-11.77;1;0;9;-34.3313;-6.29;1;1
6.058;8.47;0.59;-11.85;0;0;2;-34.6276;-6.34;1;1
6.083;8.5;0.64;-11.81;0;0;-4;-34.9228;-6.38;1;1
6.109;8.42;0.75;-11.83;0;0;-9;-35.2304;-6.40;1;1
6.133;8.63;0.9;-11.94;-1;0;-11;-35.516999999999996;-6.40;1;1
6.159;8.7;0.89;-11.86;0;0;-10;-35.8253;-6.43;1;1
6.183;8.69;1.14;-11.9;0;0;-7;-36.1109;-6.46;1;1
6.209;8.58;1.22;-11.83;0;0;-4;-36.4185;-6.47;1;1
6.242;8.58;1.17;-11.85;0;0;-1;-36.8096;-6.51;1;1
6.267;8.61;1.2;-11.81;0;0;1;-37.1048;-6.51;1;1
6.292;8.56;1.08;-11.9;0;0;3;-37.4023;-6.53;1;1
6.318;8.56;1.09;-11.88;0;0;3;-37.7112;-6.55;1;1
6.342;8.56;1.01;-11.81;0;0;2;-37.9946;-6.57;1;1
6.368;8.46;1.02;-11.86;0;0;0;-38.303000000000004;-6.57;1;1
6.392;8.54;0.98;-11.87;0;0;-1;-38.5879;-6.57;1;1
6.418;8.54;1.15;-11.88;0;0;-2;-38.8967;-6.59;1;1
6.442;8.59;1.08;-11.89;0;0;-2;-39.1821;-6.57;1;1
6.468;8.57;1.16;-11.88;0;0;-1;-39.491;-6.57;1;1
6.493;8.58;1.2;-11.82;0;0;0;-39.786500000000004;-6.59;1;1
6.518;8.61;1.17;-11.83;0;0;2;-40.0822;-6.61;1;1
6.551;8.57;1.1;-11.93;0;0;2;-40.4759;-6.62;1;1
6.577;8.55;1.01;-11.83;0;0;1;-40.7835;-6.63;1;1
6.617;8.59;1.07;-11.83;0;0;0;-41.2567;-6.62;1;1
6.646;8.52;1.1;-11.86;0;0;-1;-41.5888;-6.63;1;1
6.675;8.58;1.14;-11.97;0;0;0;-41.9479;-6.66;1;1
6.814;8.56;1.14;-11.76;0;0;0;-43.5708;-1.36;1;1
6.841;8.43;1.22;-11.77;0;0;0;-43.900299999999994;-1.36;1;1
6.866;8.59;1.11;-11.91;0;0;0;-44.198100000000004;-1.78;1;1
6.891;8.54;1.17;-11.81;0;0;1;-44.4933;-1.29;1;0
6.917;8.49;1.04;-11.83;0;0;1;-44.8009;-7.45;1;1
6.942;8.53;1.11;-11.8;0;0;1;-45.0841;-7.45;1;1
6.975;8.55;1.06;-11.84;0;0;0;-45.4867;-7.45;1;1
7.0;8.59;1.03;-11.83;0;0;0;-45.782399999999996;-7.44;1;1
7.025;8.55;1.15;-11.8;0;0;0;-46.0774;-7.44;1;0
7.051;8.51;1.16;-11.82;0;0;0;-46.3847;-7.40;1;1
7.075;8.56;1.12;-11.92;0;0;0;-46.6708;-7.39;1;1
7.101;8.47;1.19;-11.78;0;0;1;-46.9771;-7.36;1;1
7.125;8.53;1.08;-11.85;0;0;0;-47.2615;-7.36;1;1
7.151;8.57;1.1;-11.84;0;0;0;-47.569300000000005;-7.35;1;1
7.179;8.62;1.17;-11.94;0;0;0;-47.9037;-7.35;1;1
7.203;8.58;1.07;-11.89;0;0;0;-48.18899999999999;-7.33;1;1
7.229;8.58;1.16;-11.8;0;0;0;-48.4958;-7.33;1;1
7.263;8.58;1.13;-11.88;0;0;0;-48.8997;-7.32;1;1
7.287;8.59;1.12;-11.86;0;0;0;-49.1844;-7.31;1;1
7.313;8.59;1.04;-11.89;0;0;0;-49.493500000000004;-7.28;1;1
7.338;8.53;1.15;-11.83;0;0;0;-49.789300000000004;-7.26;1;1
7.363;8.56;1.16;-11.85;0;0;0;-50.0855;-7.26;1;1
7.389;8.59;1.15;-11.84;0;0;0;-50.3934;-7.25;1;1
7.414;8.53;1.12;-11.8;0;0;0;-50.6884;-7.23;1;1
7.439;8.6;1.08;-11.83;0;0;0;-50.9841;-7.22;1;1
7.464;8.59;1.08;-11.89;0;0;0;-51.281400000000005;-7.22;1;1
7.492;8.56;1.12;-11.9;0;0;0;-51.6146;-7.18;1;0
7.518;8.59;1.14;-11.85;0;0;0;-51.922700000000006;-7.16;1;1
7.543;8.61;1.04;-11.9;0;0;0;-52.220200000000006;-7.16;1;1
7.591;8.37;1.47;-12.06;0;0;0;-52.799;-7.13;1;1
7.617;8.04;0.99;-11.98;0;0;0;-53.1105;-7.12;1;1
7.643;8.46;0.89;-11.91;0;0;0;-53.4202;-7.11;1;1
7.668;8.65;1.13;-11.91;0;0;0;-53.7179;-7.11;1;1
7.693;8.57;1.14;-11.82;0;0;0;-54.013400000000004;-7.11;1;1
7.718;8.54;1.17;-11.83;0;0;0;-54.309200000000004;-7.08;1;1
7.744;8.65;1.12;-11.87;0;0;0;-54.617799999999995;-7.08;1;1
7.769;8.54;1.13;-11.87;0;0;1;-54.9145;-7.06;1;1
7.794;8.58;1.08;-11.85;0;0;0;-55.2108;-7.06;1;1
7.82;8.6;1.04;-11.84;0;0;0;-55.5186;-7.03;1;1
7.852;8.58;1.1;-11.84;0;0;0;-55.8975;-7.02;1;1
7.894;8.55;1.11;-11.88;0;0;0;-56.396499999999996;-7.03;1;1
7.924;8.54;1.15;-11.84;0;0;0;-56.7517;-7.02;1;1
7.952;8.61;1.22;-11.95;0;0;0;-57.0863;-7.01;1;1
7.976;8.42;1.09;-11.91;0;0;0;-57.3721;-6.99;1;1
8.002;8.37;1.36;-11.87;0;0;0;-57.680699999999995;-6.98;1;1
8.027;8.73;1.09;-11.94;0;0;0;-57.9792;-6.98;1;0
8.052;8.52;1.15;-11.97;0;0;0;-58.2785;-6.98;1;1
8.077;8.45;1.06;-11.82;0;0;0;-58.574;-6.98;1;1
8.102;8.58;1.17;-11.83;0;0;1;-58.8697;-6.97;1;1
8.127;8.55;1.06;-11.89;0;0;1;-59.167;-6.97;1;0
8.153;8.61;1.15;-11.92;0;0;0;-59.47689999999999;-6.97;1;1
8.177;8.54;1.06;-11.89;0;0;0;-59.762299999999996;-6.97;1;1
8.211;8.61;1.17;-11.8;0;0;0;-60.163500000000006;-6.95;1;1
8.235;8.57;1.13;-11.85;0;0;0;-60.4479;-6.95;1;1
8.261;8.5;1.08;-11.83;0;0;0;-60.755500000000005;-6.95;1;1
8.289;8.56;1.11;-11.84;0;0;1;-61.086999999999996;-6.95;1;1
8.313;8.52;1.1;-11.86;0;0;0;-61.3716;-6.97;1;1
8.339;8.52;1.15;-11.77;0;0;0;-61.677600000000005;-6.97;1;1
8.363;8.58;1.13;-11.81;0;0;0;-61.961099999999995;-6.97;1;1
8.389;8.58;1.2;-11.85;0;0;0;-62.2692;-6.95;1;1
8.414;8.56;1.19;-11.81;0;0;0;-62.5644;-6.93;1;1
8.439;8.6;1.18;-11.84;0;0;1;-62.8604;-6.93;1;1
8.464;8.53;1.12;-11.83;0;0;1;-63.1562;-6.93;1;1
8.498;8.5;1.11;-11.87;0;0;0;-63.5479;-6.91;1;1
8.522;8.55;1.16;-11.86;0;0;0;-63.84439999999999;-6.91;1;1
8.547;8.62;1.16;-11.79;0;0;0;-64.1391;-6.91;1;1
8.572;8.63;1.2;-11.82;0;0;0;-64.4346;-6.89;1;1
8.597;8.51;1.12;-11.87;0;0;1;-64.73140000000001;-6.89;1;1
8.623;8.54;1.08;-11.9;0;0;1;-65.0408;-6.88;1;1
8.647;8.58;1.16;-11.83;0;0;0;-65.3247;-6.88;1;1
8.673;8.56;1.08;-11.77;0;0;0;-65.63069999999999;-6.86;1;1
8.697;8.53;1.14;-11.83;0;0;0;-65.91460000000001;-6.86;1;1
8.723;8.55;1.18;-11.97;0;0;0;-66.2259;-6.86;1;1
8.747;6.2;0.31;-12.13;0;2;-4;-66.517;-6.86;1;1
8.781;5.06;1.69;-12.47;5;4;-81;-66.941;-6.86;1;1
8.806;8.11;-2.95;-10.5;4;7;-63;-67.2035;-6.88;1;1
8.831;10.38;2.06;-13.31;2;2;19;-67.5362;-6.88;1;1
8.857;6.99;1.8;-13.49;7;-22;22;-67.887;-6.89;1;1
8.885;8.91;4.07;-10.33;25;6;-8;-68.1762;-6.88;1;1
8.91;11.02;5.61;-11.0;9;-20;-33;-68.4512;-6.89;1;1
8.936;10.15;3.62;-11.01;15;-21;-50;-68.7264;-6.89;1;1
8.969;2.45;5.66;30.82;8;-134;-56;-67.6786;-6.89;1;1
8.998;16.13;3.29;-10.55;-9;5;-22;-67.9845;-6.89;1;1
9.028;11.52;3.73;-13.16;-12;-32;-8;-68.3793;-6.89;1;0
9.059;11.97;6.23;-12.22;-6;-27;-40;-68.7581;-6.89;1;1
9.095;11.91;5.4;-13.78;-11;-17;-50;-69.2542;-6.91;1;1
9.123;12.44;3.35;-11.92;-5;-47;-26;-69.58800000000001;-6.89;1;1
9.149;10.39;4.38;-11.9;0;-78;-33;-69.8974;-6.89;1;1
9.174;10.2;5.01;-13.32;9;-90;-40;-70.2304;-6.88;1;1
9.199;12.62;5.7;-16.9;14;-71;-57;-70.6529;-6.88;1;1
9.225;11.97;3.24;-15.23;20;-44;-49;-71.0488;-6.88;1;1
9.25;10.47;4.65;-15.4;33;-56;-15;-71.4338;-6.86;1;1
9.276;10.19;5.43;-15.89;16;-59;-30;-71.847;-6.85;1;1
9.301;9.61;5.43;-17.01;-5;-76;-64;-72.2722;-6.85;1;1
9.327;10.7;4.91;-17.37;0;-80;-41;-72.7239;-6.83;1;1
9.36;10.24;5.84;-16.01;4;-57;-20;-73.2522;-6.83;1;1
9.385;6.64;5.38;-16.4;-15;-54;-45;-73.6622;-6.81;1;1
9.411;6.18;4.11;-14.95;-23;-44;-54;-74.0509;-6.78;1;1
9.437;6.39;3.51;-17.48;-10;-45;-21;-74.5054;-6.78;1;1
9.462;5.69;3.47;-15.48;2;-41;12;-74.8924;-6.75;1;1
9.488;3.38;3.0;-11.11;5;-36;13;-75.1812;-6.72;1;1
9.513;2.85;2.17;-13.77;1;-39;18;-75.52550000000001;-6.69;1;1
9.538;4.97;2.61;-14.93;-1;-13;44;-75.8987;-6.69;1;1
9.564;3.9;3.42;-15.08;-2;7;73;-76.2908;-6.69;1;1
9.589;3.3;3.59;-15.03;-1;-6;82;-76.6666;-6.66;1;1
9.623;2.95;2.92;-14.1;-15;-19;40;-77.146;-6.62;1;1
9.649;2.84;1.89;-13.65;-16;-11;62;-77.5009;-6.57;1;1
9.783;5.48;3.47;-16.67;14;20;134;-79.7346;-0.66;1;1
9.808;4.42;4.26;-15.37;48;30;101;-80.1035;-0.66;1;1
9.833;4.45;1.41;-14.56;37;17;76;-80.4821;-0.66;1;1
9.859;8.01;0.28;-16.25;16;-8;90;-80.9046;-0.63;1;1
9.884;7.56;1.11;-16.93;2;-42;106;-81.3278;-7.03;1;1
9.91;5.59;2.28;-14.63;-21;-62;95;-81.70819999999999;-7.02;1;1
9.935;3.97;2.51;-14.57;-43;-79;50;-82.0725;-6.99;1;1
